Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Administrative Arrests
Criminal Conviction,Chicago,MEXICO,2023,3,9,Jun 2023,182
Criminal Conviction,Chicago,MEXICO,2023,4,10,Jul 2023,153
Criminal Conviction,Chicago,MEXICO,2023,4,11,Aug 2023,158
Criminal Conviction,Chicago,MEXICO,2023,4,12,Sep 2023,145
Criminal Conviction,Chicago,MEXICO,2024,1,3,Dec 2023,144
Criminal Conviction,Chicago,MEXICO,2024,1,2,Nov 2023,181
Criminal Conviction,Chicago,MEXICO,2024,1,1,Oct 2023,173
Criminal Conviction,Chicago,MEXICO,2024,2,5,Feb 2024,193
Criminal Conviction,Chicago,MEXICO,2024,2,6,Mar 2024,206
Criminal Conviction,Chicago,MEXICO,2024,2,4,Jan 2024,164
Criminal Conviction,Chicago,MEXICO,2024,3,7,Apr 2024,210
Criminal Conviction,Chicago,MEXICO,2024,3,8,May 2024,188
Criminal Conviction,Chicago,MEXICO,2024,3,9,Jun 2024,192
Criminal Conviction,Chicago,MEXICO,2024,4,10,Jul 2024,186
Criminal Conviction,Chicago,MEXICO,2024,4,11,Aug 2024,200
Criminal Conviction,Chicago,MEXICO,2024,4,12,Sep 2024,172
Criminal Conviction,Chicago,NICARAGUA,2024,1,3,Dec 2023,12
Criminal Conviction,Chicago,NICARAGUA,2024,3,7,Apr 2024,15
Criminal Conviction,Chicago,NICARAGUA,2024,3,9,Jun 2024,12
Criminal Conviction,Chicago,NICARAGUA,2024,4,10,Jul 2024,11
Criminal Conviction,Chicago,NICARAGUA,2024,4,11,Aug 2024,13
Criminal Conviction,Chicago,NICARAGUA,2024,4,12,Sep 2024,12
Criminal Conviction,Dallas,COLOMBIA,2022,1,1,Oct 2021,10
Criminal Conviction,Dallas,CUBA,2021,4,12,Sep 2021,12
Criminal Conviction,Dallas,CUBA,2023,2,6,Mar 2023,14
Criminal Conviction,Dallas,EL SALVADOR,2021,1,3,Dec 2020,43
Criminal Conviction,Dallas,EL SALVADOR,2021,1,2,Nov 2020,30
Criminal Conviction,Dallas,EL SALVADOR,2021,1,1,Oct 2020,45
Criminal Conviction,Dallas,EL SALVADOR,2021,2,5,Feb 2021,10
Criminal Conviction,Dallas,EL SALVADOR,2021,2,6,Mar 2021,14
Criminal Conviction,Dallas,EL SALVADOR,2021,2,4,Jan 2021,29
Criminal Conviction,Dallas,EL SALVADOR,2021,3,7,Apr 2021,12
Criminal Conviction,Dallas,EL SALVADOR,2021,3,8,May 2021,15
Criminal Conviction,Dallas,EL SALVADOR,2021,3,9,Jun 2021,23
Criminal Conviction,Dallas,EL SALVADOR,2021,4,11,Aug 2021,17
Criminal Conviction,Dallas,EL SALVADOR,2021,4,12,Sep 2021,17
Criminal Conviction,Dallas,EL SALVADOR,2022,1,3,Dec 2021,13
Criminal Conviction,Dallas,EL SALVADOR,2022,1,2,Nov 2021,18
Criminal Conviction,Dallas,EL SALVADOR,2022,1,1,Oct 2021,17
Criminal Conviction,Dallas,EL SALVADOR,2022,2,5,Feb 2022,11
Criminal Conviction,Dallas,EL SALVADOR,2022,2,6,Mar 2022,12
Criminal Conviction,Dallas,EL SALVADOR,2022,2,4,Jan 2022,13
Criminal Conviction,Dallas,EL SALVADOR,2022,3,7,Apr 2022,20
Criminal Conviction,Dallas,EL SALVADOR,2022,3,8,May 2022,19
Criminal Conviction,Dallas,EL SALVADOR,2022,3,9,Jun 2022,16
Criminal Conviction,Dallas,EL SALVADOR,2022,4,10,Jul 2022,16
Criminal Conviction,Dallas,EL SALVADOR,2022,4,11,Aug 2022,28
Criminal Conviction,Dallas,EL SALVADOR,2022,4,12,Sep 2022,19
Criminal Conviction,Dallas,EL SALVADOR,2023,1,3,Dec 2022,19
Criminal Conviction,Dallas,EL SALVADOR,2023,1,2,Nov 2022,24
Criminal Conviction,Dallas,EL SALVADOR,2023,1,1,Oct 2022,26
Criminal Conviction,Dallas,EL SALVADOR,2023,2,5,Feb 2023,29
Criminal Conviction,Dallas,EL SALVADOR,2023,2,6,Mar 2023,33
Criminal Conviction,Dallas,EL SALVADOR,2023,2,4,Jan 2023,20
Criminal Conviction,Dallas,EL SALVADOR,2023,3,7,Apr 2023,33
Criminal Conviction,Dallas,EL SALVADOR,2023,3,8,May 2023,26
Criminal Conviction,Dallas,EL SALVADOR,2023,3,9,Jun 2023,20
Criminal Conviction,Dallas,EL SALVADOR,2023,4,10,Jul 2023,20
Criminal Conviction,Dallas,EL SALVADOR,2023,4,11,Aug 2023,21
Criminal Conviction,Dallas,EL SALVADOR,2023,4,12,Sep 2023,16
Criminal Conviction,Dallas,EL SALVADOR,2024,1,3,Dec 2023,30
Criminal Conviction,Dallas,EL SALVADOR,2024,1,2,Nov 2023,22
Criminal Conviction,Dallas,EL SALVADOR,2024,1,1,Oct 2023,19
Criminal Conviction,Dallas,EL SALVADOR,2024,2,5,Feb 2024,23
Criminal Conviction,Dallas,EL SALVADOR,2024,2,6,Mar 2024,23
Criminal Conviction,Dallas,EL SALVADOR,2024,2,4,Jan 2024,24
Criminal Conviction,Dallas,EL SALVADOR,2024,3,7,Apr 2024,20
Criminal Conviction,Dallas,EL SALVADOR,2024,3,8,May 2024,18
Criminal Conviction,Dallas,EL SALVADOR,2024,3,9,Jun 2024,27
Criminal Conviction,Dallas,EL SALVADOR,2024,4,10,Jul 2024,29
Criminal Conviction,Dallas,EL SALVADOR,2024,4,11,Aug 2024,15
Criminal Conviction,Dallas,EL SALVADOR,2024,4,12,Sep 2024,33
Criminal Conviction,Dallas,GUATEMALA,2021,1,3,Dec 2020,35
Criminal Conviction,Dallas,GUATEMALA,2021,1,2,Nov 2020,49
Criminal Conviction,Dallas,GUATEMALA,2021,1,1,Oct 2020,39
Criminal Conviction,Dallas,GUATEMALA,2021,2,5,Feb 2021,17
Criminal Conviction,Dallas,GUATEMALA,2021,2,6,Mar 2021,10
Criminal Conviction,Dallas,GUATEMALA,2021,2,4,Jan 2021,19
Criminal Conviction,Dallas,GUATEMALA,2021,3,7,Apr 2021,16
Criminal Conviction,Dallas,GUATEMALA,2021,3,8,May 2021,13
Criminal Conviction,Dallas,GUATEMALA,2021,4,10,Jul 2021,15
Criminal Conviction,Dallas,GUATEMALA,2021,4,11,Aug 2021,13
Criminal Conviction,Dallas,GUATEMALA,2021,4,12,Sep 2021,18
Criminal Conviction,Dallas,GUATEMALA,2022,1,2,Nov 2021,18
Criminal Conviction,Dallas,GUATEMALA,2022,1,1,Oct 2021,16
Criminal Conviction,Dallas,GUATEMALA,2022,2,5,Feb 2022,17
Criminal Conviction,Dallas,GUATEMALA,2022,2,6,Mar 2022,16
Criminal Conviction,Dallas,GUATEMALA,2022,2,4,Jan 2022,14
Criminal Conviction,Dallas,GUATEMALA,2022,3,7,Apr 2022,22
Criminal Conviction,Dallas,GUATEMALA,2022,3,8,May 2022,13
Criminal Conviction,Dallas,GUATEMALA,2022,3,9,Jun 2022,17
Criminal Conviction,Dallas,GUATEMALA,2022,4,10,Jul 2022,16
Criminal Conviction,Dallas,GUATEMALA,2022,4,11,Aug 2022,35
Criminal Conviction,Dallas,GUATEMALA,2022,4,12,Sep 2022,25
Criminal Conviction,Dallas,GUATEMALA,2023,1,3,Dec 2022,33
Criminal Conviction,Dallas,GUATEMALA,2023,1,2,Nov 2022,20
Criminal Conviction,Dallas,GUATEMALA,2023,1,1,Oct 2022,32
Criminal Conviction,Dallas,GUATEMALA,2023,2,5,Feb 2023,28
Criminal Conviction,Dallas,GUATEMALA,2023,2,6,Mar 2023,30
Criminal Conviction,Dallas,GUATEMALA,2023,2,4,Jan 2023,22
Criminal Conviction,Dallas,GUATEMALA,2023,3,7,Apr 2023,44
Criminal Conviction,Dallas,GUATEMALA,2023,3,8,May 2023,37
Criminal Conviction,Dallas,GUATEMALA,2023,3,9,Jun 2023,23
Criminal Conviction,Dallas,GUATEMALA,2023,4,10,Jul 2023,24
Criminal Conviction,Dallas,GUATEMALA,2023,4,11,Aug 2023,16
Criminal Conviction,Dallas,GUATEMALA,2023,4,12,Sep 2023,20
Criminal Conviction,Dallas,GUATEMALA,2024,1,3,Dec 2023,18
Criminal Conviction,Dallas,GUATEMALA,2024,1,2,Nov 2023,24
Criminal Conviction,Dallas,GUATEMALA,2024,1,1,Oct 2023,24
Criminal Conviction,Dallas,GUATEMALA,2024,2,5,Feb 2024,33
Criminal Conviction,Dallas,GUATEMALA,2024,2,6,Mar 2024,37
Criminal Conviction,Dallas,GUATEMALA,2024,2,4,Jan 2024,20
Criminal Conviction,Dallas,GUATEMALA,2024,3,7,Apr 2024,31
Criminal Conviction,Dallas,GUATEMALA,2024,3,8,May 2024,39
Criminal Conviction,Dallas,GUATEMALA,2024,3,9,Jun 2024,25
Criminal Conviction,Dallas,GUATEMALA,2024,4,10,Jul 2024,32
Criminal Conviction,Dallas,GUATEMALA,2024,4,11,Aug 2024,38
Criminal Conviction,Dallas,GUATEMALA,2024,4,12,Sep 2024,35
Criminal Conviction,Dallas,HONDURAS,2021,1,3,Dec 2020,62
Criminal Conviction,Dallas,HONDURAS,2021,1,2,Nov 2020,66
Criminal Conviction,Dallas,HONDURAS,2021,1,1,Oct 2020,43
Criminal Conviction,Dallas,HONDURAS,2021,2,5,Feb 2021,21
Criminal Conviction,Dallas,HONDURAS,2021,2,6,Mar 2021,17
Criminal Conviction,Dallas,HONDURAS,2021,2,4,Jan 2021,50
Criminal Conviction,Dallas,HONDURAS,2021,3,7,Apr 2021,14
Criminal Conviction,Dallas,HONDURAS,2021,3,8,May 2021,25
Criminal Conviction,Dallas,HONDURAS,2021,3,9,Jun 2021,21
Criminal Conviction,Dallas,HONDURAS,2021,4,10,Jul 2021,18
Criminal Conviction,Dallas,HONDURAS,2021,4,11,Aug 2021,19
Criminal Conviction,Dallas,HONDURAS,2021,4,12,Sep 2021,28
Criminal Conviction,Dallas,HONDURAS,2022,1,3,Dec 2021,16
Criminal Conviction,Dallas,HONDURAS,2022,1,2,Nov 2021,28
Criminal Conviction,Dallas,HONDURAS,2022,1,1,Oct 2021,25
Criminal Conviction,Dallas,HONDURAS,2022,2,5,Feb 2022,27
Criminal Conviction,Dallas,HONDURAS,2022,2,6,Mar 2022,16
Criminal Conviction,Dallas,HONDURAS,2022,2,4,Jan 2022,16
Criminal Conviction,Dallas,HONDURAS,2022,3,7,Apr 2022,25
Criminal Conviction,Dallas,HONDURAS,2022,3,8,May 2022,16
Criminal Conviction,Dallas,HONDURAS,2022,3,9,Jun 2022,29
Criminal Conviction,Dallas,HONDURAS,2022,4,10,Jul 2022,40
Criminal Conviction,Dallas,HONDURAS,2022,4,11,Aug 2022,49
Criminal Conviction,Dallas,HONDURAS,2022,4,12,Sep 2022,33
Criminal Conviction,Dallas,HONDURAS,2023,1,3,Dec 2022,51
Criminal Conviction,Dallas,HONDURAS,2023,1,2,Nov 2022,33
Criminal Conviction,Dallas,HONDURAS,2023,1,1,Oct 2022,48
Criminal Conviction,Dallas,HONDURAS,2023,2,5,Feb 2023,36
Criminal Conviction,Dallas,HONDURAS,2023,2,6,Mar 2023,68
Criminal Conviction,Dallas,HONDURAS,2023,2,4,Jan 2023,41
Criminal Conviction,Dallas,HONDURAS,2023,3,7,Apr 2023,56
Criminal Conviction,Dallas,HONDURAS,2023,3,8,May 2023,40
Criminal Conviction,Dallas,HONDURAS,2023,3,9,Jun 2023,39
Criminal Conviction,Dallas,HONDURAS,2023,4,10,Jul 2023,31
Criminal Conviction,Dallas,HONDURAS,2023,4,11,Aug 2023,42
Criminal Conviction,Dallas,HONDURAS,2023,4,12,Sep 2023,35
Criminal Conviction,Dallas,HONDURAS,2024,1,3,Dec 2023,41
Criminal Conviction,Dallas,HONDURAS,2024,1,2,Nov 2023,42
Criminal Conviction,Dallas,HONDURAS,2024,1,1,Oct 2023,38
Criminal Conviction,Dallas,HONDURAS,2024,2,5,Feb 2024,46
Criminal Conviction,Dallas,HONDURAS,2024,2,6,Mar 2024,65
Criminal Conviction,Dallas,HONDURAS,2024,2,4,Jan 2024,42
Criminal Conviction,Dallas,HONDURAS,2024,3,7,Apr 2024,53
Criminal Conviction,Dallas,HONDURAS,2024,3,8,May 2024,67
Criminal Conviction,Dallas,HONDURAS,2024,3,9,Jun 2024,46
Criminal Conviction,Dallas,HONDURAS,2024,4,10,Jul 2024,61
Criminal Conviction,Dallas,HONDURAS,2024,4,11,Aug 2024,54
Criminal Conviction,Dallas,HONDURAS,2024,4,12,Sep 2024,40
Criminal Conviction,Dallas,MEXICO,2021,1,3,Dec 2020,577
Criminal Conviction,Dallas,MEXICO,2021,1,2,Nov 2020,552
Criminal Conviction,Dallas,MEXICO,2021,1,1,Oct 2020,633
Criminal Conviction,Dallas,MEXICO,2021,2,5,Feb 2021,189
Criminal Conviction,Dallas,MEXICO,2021,2,6,Mar 2021,213
Criminal Conviction,Dallas,MEXICO,2021,2,4,Jan 2021,484
Criminal Conviction,Dallas,MEXICO,2021,3,7,Apr 2021,252
Criminal Conviction,Dallas,MEXICO,2021,3,8,May 2021,281
Criminal Conviction,Dallas,MEXICO,2021,3,9,Jun 2021,262
Criminal Conviction,Dallas,MEXICO,2021,4,10,Jul 2021,244
Criminal Conviction,Dallas,MEXICO,2021,4,11,Aug 2021,251
Criminal Conviction,Dallas,MEXICO,2021,4,12,Sep 2021,323
Criminal Conviction,Dallas,MEXICO,2022,1,3,Dec 2021,148
Criminal Conviction,Dallas,MEXICO,2022,1,2,Nov 2021,369
Criminal Conviction,Dallas,MEXICO,2022,1,1,Oct 2021,332
Criminal Conviction,Dallas,MEXICO,2022,2,5,Feb 2022,234
Criminal Conviction,Dallas,MEXICO,2022,2,6,Mar 2022,219
Criminal Conviction,Dallas,MEXICO,2022,2,4,Jan 2022,148
Criminal Conviction,Dallas,MEXICO,2022,3,7,Apr 2022,185
Criminal Conviction,Dallas,MEXICO,2022,3,8,May 2022,186
Criminal Conviction,Dallas,MEXICO,2022,3,9,Jun 2022,205
Criminal Conviction,Dallas,MEXICO,2022,4,10,Jul 2022,249
Criminal Conviction,Dallas,MEXICO,2022,4,11,Aug 2022,308
Criminal Conviction,Dallas,MEXICO,2022,4,12,Sep 2022,274
Criminal Conviction,Dallas,MEXICO,2023,1,3,Dec 2022,311
Criminal Conviction,Dallas,MEXICO,2023,1,2,Nov 2022,314
Criminal Conviction,Dallas,MEXICO,2023,1,1,Oct 2022,309
Criminal Conviction,Dallas,MEXICO,2023,2,5,Feb 2023,351
Criminal Conviction,Dallas,MEXICO,2023,2,6,Mar 2023,447
Criminal Conviction,Dallas,MEXICO,2023,2,4,Jan 2023,285
Criminal Conviction,Dallas,MEXICO,2023,3,7,Apr 2023,380
Criminal Conviction,Dallas,MEXICO,2023,3,8,May 2023,359
Criminal Conviction,Dallas,MEXICO,2023,3,9,Jun 2023,359
Criminal Conviction,Dallas,MEXICO,2023,4,10,Jul 2023,345
Criminal Conviction,Dallas,MEXICO,2023,4,11,Aug 2023,315
Criminal Conviction,Dallas,MEXICO,2023,4,12,Sep 2023,266
Criminal Conviction,Dallas,MEXICO,2024,1,3,Dec 2023,323
Criminal Conviction,Dallas,MEXICO,2024,1,2,Nov 2023,275
Criminal Conviction,Dallas,MEXICO,2024,1,1,Oct 2023,288
Criminal Conviction,Dallas,MEXICO,2024,2,5,Feb 2024,340
Criminal Conviction,Dallas,MEXICO,2024,2,6,Mar 2024,327
Criminal Conviction,Dallas,MEXICO,2024,2,4,Jan 2024,307
Criminal Conviction,Dallas,MEXICO,2024,3,7,Apr 2024,345
Criminal Conviction,Dallas,MEXICO,2024,3,8,May 2024,337
Criminal Conviction,Dallas,MEXICO,2024,3,9,Jun 2024,255
Criminal Conviction,Dallas,MEXICO,2024,4,10,Jul 2024,332
Criminal Conviction,Dallas,MEXICO,2024,4,11,Aug 2024,338
Criminal Conviction,Dallas,MEXICO,2024,4,12,Sep 2024,310
Criminal Conviction,Dallas,VENEZUELA,2024,3,8,May 2024,11
Criminal Conviction,Denver,HONDURAS,2023,3,7,Apr 2023,11
Criminal Conviction,Denver,HONDURAS,2024,3,7,Apr 2024,12
Criminal Conviction,Denver,HONDURAS,2024,4,11,Aug 2024,10
Criminal Conviction,Denver,MEXICO,2021,1,3,Dec 2020,50
Criminal Conviction,Denver,MEXICO,2021,1,2,Nov 2020,51
Criminal Conviction,Denver,MEXICO,2021,1,1,Oct 2020,67
Criminal Conviction,Denver,MEXICO,2021,2,5,Feb 2021,11
Criminal Conviction,Denver,MEXICO,2021,2,6,Mar 2021,32
Criminal Conviction,Denver,MEXICO,2021,2,4,Jan 2021,41
Criminal Conviction,Denver,MEXICO,2021,3,7,Apr 2021,31
Criminal Conviction,Denver,MEXICO,2021,3,8,May 2021,22
Criminal Conviction,Denver,MEXICO,2021,3,9,Jun 2021,33
Criminal Conviction,Denver,MEXICO,2021,4,10,Jul 2021,25
Criminal Conviction,Denver,MEXICO,2021,4,11,Aug 2021,24
Criminal Conviction,Denver,MEXICO,2021,4,12,Sep 2021,33
Criminal Conviction,Denver,MEXICO,2022,1,3,Dec 2021,22
Criminal Conviction,Denver,MEXICO,2022,1,2,Nov 2021,22
Criminal Conviction,Denver,MEXICO,2022,1,1,Oct 2021,19
Criminal Conviction,Denver,MEXICO,2022,2,5,Feb 2022,13
Criminal Conviction,Denver,MEXICO,2022,2,6,Mar 2022,24
Criminal Conviction,Denver,MEXICO,2022,2,4,Jan 2022,15
Criminal Conviction,Denver,MEXICO,2022,3,7,Apr 2022,27
Criminal Conviction,Denver,MEXICO,2022,3,8,May 2022,29
Criminal Conviction,Denver,MEXICO,2022,3,9,Jun 2022,31
Criminal Conviction,Denver,MEXICO,2022,4,10,Jul 2022,23
Criminal Conviction,Denver,MEXICO,2022,4,11,Aug 2022,40
Criminal Conviction,Denver,MEXICO,2022,4,12,Sep 2022,30
Criminal Conviction,Denver,MEXICO,2023,1,3,Dec 2022,42
Criminal Conviction,Denver,MEXICO,2023,1,2,Nov 2022,40
Criminal Conviction,Denver,MEXICO,2023,1,1,Oct 2022,30
Criminal Conviction,Denver,MEXICO,2023,2,5,Feb 2023,33
Criminal Conviction,Denver,MEXICO,2023,2,6,Mar 2023,58
Criminal Conviction,Denver,MEXICO,2023,2,4,Jan 2023,47
Criminal Conviction,Denver,MEXICO,2023,3,7,Apr 2023,40
Criminal Conviction,Denver,MEXICO,2023,3,8,May 2023,47
Criminal Conviction,Denver,MEXICO,2023,3,9,Jun 2023,52
Criminal Conviction,Denver,MEXICO,2023,4,10,Jul 2023,38
Criminal Conviction,Denver,MEXICO,2023,4,11,Aug 2023,46
Criminal Conviction,Denver,MEXICO,2023,4,12,Sep 2023,35
Criminal Conviction,Denver,MEXICO,2024,1,3,Dec 2023,44
Criminal Conviction,Denver,MEXICO,2024,1,2,Nov 2023,40
Criminal Conviction,Denver,MEXICO,2024,1,1,Oct 2023,41
Criminal Conviction,Denver,MEXICO,2024,2,5,Feb 2024,45
Criminal Conviction,Denver,MEXICO,2024,2,6,Mar 2024,39
Criminal Conviction,Denver,MEXICO,2024,2,4,Jan 2024,36
Criminal Conviction,Denver,MEXICO,2024,3,7,Apr 2024,60
Criminal Conviction,Denver,MEXICO,2024,3,8,May 2024,49
Criminal Conviction,Denver,MEXICO,2024,3,9,Jun 2024,44
Criminal Conviction,Denver,MEXICO,2024,4,10,Jul 2024,63
Criminal Conviction,Denver,MEXICO,2024,4,11,Aug 2024,55
Criminal Conviction,Denver,MEXICO,2024,4,12,Sep 2024,51
Criminal Conviction,Detroit,DOMINICAN REPUBLIC,2021,4,10,Jul 2021,10
Criminal Conviction,Detroit,DOMINICAN REPUBLIC,2022,3,7,Apr 2022,12
Criminal Conviction,Detroit,EL SALVADOR,2023,2,4,Jan 2023,10
Criminal Conviction,Detroit,GUATEMALA,2021,1,3,Dec 2020,11
Criminal Conviction,Detroit,GUATEMALA,2021,1,2,Nov 2020,13
Criminal Conviction,Detroit,GUATEMALA,2021,1,1,Oct 2020,22
Criminal Conviction,Detroit,GUATEMALA,2021,2,4,Jan 2021,13
Criminal Conviction,Detroit,GUATEMALA,2021,4,10,Jul 2021,10
Criminal Conviction,Detroit,GUATEMALA,2022,4,10,Jul 2022,15
